id,url,freq_score,freq_reason,freq_confidence,mal_score,mal_reason,mal_confidence,sens_score,sens_reason,sens_confidence,naive_score,naive_reason,naive_confidence,overall_confidence
846eba04-9a07-4db2-8e2b-bd22b5e637ee,https://www.cnn.com/2025/10/20/politics/trump-no-kings-protests-vance-cia-analysis,2,"The article heavily repeats the central narrative of Trump as a 'king' or 'autocrat.' This framing is introduced in the first paragraph and echoed throughout with phrases like 'unchecked power,' 'wannabe autocrat,' 'all-powerful,' 'absolute power,' 'monarchical moves,' 'authoritarian writ,' 'imperial presidency,' and 'monarchical leader.' This repetition serves to reinforce a single interpretive lens for all the events described, implying truth through thematic consistency rather than presenting varied perspectives.",100,2,"The article is a piece of speculative fiction presented as a news analysis. It deceptively mixes real public figures (Donald Trump, JD Vance, George Santos, Rand Paul) with fabricated events (specific AI memes, a government shutdown, specific military strikes, commutation of Santos's sentence under these circumstances) and hypothetical officials (Press Secretary Karoline Leavitt, spokesperson Abigail Jackson). This blending of fact and fiction is a form of disinformation designed to mislead the reader into believing these hypothetical events have occurred, making the source deceptive.",100,2,"The article uses highly dramatic and exaggerated language to provoke an emotional response. Phrases such as 'growing hubris,' 'wannabe autocrat,' 'striking contempt,' 'obliteration of constitutional curbs,' 'parody of the legal system,' and 'unhinged rhetoric' are emotionally charged. The fabricated detail of an AI meme showing Trump 'dumping raw sewage on protesters' is a clear example of prioritizing shock value over factual reporting.",100,2,"The article presents its critical perspective on the fictional Trump administration as the only correct and obvious reality. While it briefly mentions counterarguments (e.g., MAGA supporters seeing the memes as a joke, or Republicans pointing to Biden's pardons), it immediately dismisses them as a 'clever political trick' or a whataboutism. It frames protesters as the sole protectors of democracy ('we, the people... own this country'), thereby isolating readers from any alternative or nuanced interpretations of the events it fabricates.",100,100.0
fc5d28a2-d97d-4b17-97ad-897599641450,https://abc7.com/post/trump-is-committed-giving-americans-2000-tariff-checks-white-house/18149579/,0,"The article reports on a specific policy proposal. It does not use repetition to imply truth. Instead, it states the claim once from the White House source and then examines it from multiple angles, citing different sources for each point. The original proposal is traced to a single social media post, which is clearly identified.",100,0,"The sources cited are all credible and clearly identified public figures or institutions: the White House press secretary, the Treasury Secretary, the President, and a policy expert from the Tax Foundation. The article is practicing standard political journalism by reporting on statements from legitimate, albeit partisan, sources.",100,1,"While the article's own prose is neutral and objective, it directly quotes a highly sensational social media post from the President which includes phrases like 'FOOLS!' and capitalized claims of economic success. The headline is factual and not clickbait. The score is 1, not 2, because the sensationalism originates from a quoted source and the surrounding report is fact-based and sober in tone. The reporting is on a sensational claim, not sensational itself.",95,0,"The article is a strong example of balanced reporting that avoids naive realism. It presents the main proposal, then immediately introduces a contrary perspective from the Treasury Secretary and a critical analysis from an economist at the Tax Foundation. By including data on tariff revenue versus the estimated cost of the plan, it provides readers with the necessary context to see the complexity and challenges of the proposal, rather than presenting it as a simple fact.",100,98.75
486dca50-6def-4ed3-b9eb-378771925237,https://www.theguardian.com/us-news/2025/nov/12/house-bill-government-shutdown-vote,0,"The article reports on a singular event and its resolution. While the core political conflict (ACA tax credits) is mentioned multiple times, this is for explanatory context rather than to use repetition to imply truth. It does not appeal to popularity or consensus.",100,0,"The article is a piece of standard political reporting. It attributes all claims and quotes to identifiable, public figures (Donald Trump, Hakeem Jeffries) and official party leadership statements. The source of the article itself is a news organization, not an inauthentic or malicious account.",100,1,"While the headline is factual and the tone is generally professional, the article uses mildly dramatic language such as 'unprecedented disruptions' and 'howls of outrage' to describe the political situation. It also quotes emotionally charged statements from politicians ('extortion'). This language reflects the contentiousness of the event but elevates the tone slightly above purely neutral.",95,0,"The article is well-balanced and explicitly presents multiple competing perspectives. It includes direct quotes and policy positions from both Republican and Democratic leadership, details the final vote breakdown including members who crossed party lines, and explains the unresolved issues. It does not present any single viewpoint as the only correct one.",100,98.75
adb23f07-5f8c-45a7-8bd6-8ebac3e55e91,https://apnews.com/article/redistricting-gerrymandering-congress-trump-0af8561b1670032fae3e1d2aec7905f0,0,"The article introduces a central theme—mid-decade redistricting for partisan gain—and then substantiates it with unique examples from numerous states. This is a standard journalistic structure that uses distinct evidence for a summary claim, rather than using repetition to create an illusion of truth.",100,0,"The article attributes information to credible and verifiable public sources, such as named political figures (Trump, Newsom, Moore), state legislatures, and court systems. It does not rely on anonymous, suspicious, or inauthentic accounts.",100,1,"The tone is largely informational and objective. However, the headline's focus on 'partisan gain' and the use of words like 'battle' inject a mild emotional and conflict-oriented tone. The article prioritizes factual reporting over shock value, so the sensationalism is minimal.",95,0,"The article presents a nuanced situation by reporting on redistricting efforts from both Republican-led (Texas, Missouri) and Democratic-led (California, Maryland) states. It also acknowledges different motivations, such as Utah's actions being in response to a court order rather than political pressure. This balanced approach avoids a dogmatic, one-sided perspective.",90,96.25
c94d27e2-2d60-45ed-99f6-99edf4e4db0d,https://azcapitoltimes.com/news/2025/11/12/prop-50-exposes-deepening-political-and-geographical-shifts-in-california/,1,"The article consistently repeats and reinforces its central thesis that Prop 50 reveals a 'deepening divide' between coastal and inland/rural California. This idea is echoed through paraphrasing and direct quotes from multiple experts, such as Mark Baldassare's statement that 'large parts of the state are going to feel like they don’t have representative democracy working for them,' which appears twice. This repetition frames the narrative and establishes the 'divide' as the primary takeaway, qualifying as moderate repetition of a central theme.",95,0,"The article is presented as a piece of political analysis from a publication named 'State Affairs' with a named author. It cites multiple credible, well-established sources for its analysis, including Mark Baldassare of the Public Policy Institute of California and Henry Brady, a professor at the University of California, Berkeley. These are legitimate experts and institutions, and there is no indication of inauthentic or malicious sourcing.",100,0,"The article maintains a neutral and analytical tone appropriate for political reporting. While it uses descriptive phrases like 'sharp coastal-inland divide' and 'fractured political geography,' this language accurately reflects the political analysis being presented and does not constitute exaggeration or hyperbole. The headline aligns with the substance of the article, and there is no evidence of clickbait or prioritization of shock value over factual reporting. The piece correctly contextualizes fringe movements, noting they have 'little political traction.'",95,0,"The article is highly balanced and nuanced, explicitly built around exploring multiple, conflicting perspectives. It acknowledges complexity by breaking down the state into distinct regions (coastal, Central Valley, mountains) and analyzing their different voting patterns and motivations. It presents the views of the rural minority as a legitimate political concern and even notes demographic shifts that defy simple conservative/liberal binaries (e.g., in Riverside and San Bernardino). The entire piece is an exercise in explaining differing views rather than presenting one as singularly correct.",100,97.5
f23bd343-374d-4442-bf09-1c42e7749dd0,https://abcnews.go.com/Politics/house-vote-full-epstein-files-release-move-speaker/story?id=127593181,0,"The article reports on a sequence of events (a bill's passage, political reactions) without relying on repetition to validate its claims. It attributes statements to specific political figures and describes a legislative process, which is characteristic of a standard news format rather than an attempt to create an illusion of truth through repetition.",100,2,"The article is highly deceptive as it contains multiple, significant factual errors presented as fact. It cites future dates (Nov 2025) for current events, incorrectly identifies the Attorney General as Pam Bondi, and fabricates a political scenario with Donald Trump as the current president. This construction of a false reality, while mimicking a legitimate news source, is a clear indicator of a malicious or disinforming origin.",100,0,"The article's tone is intentionally neutral and journalistic, which makes its factual inaccuracies more deceptive. It avoids emotionally charged language, hyperbole, or exclamation points. The headline uses the word 'resoundingly,' but this is a reasonable descriptor for a 427-1 vote. The deception is in the content, not the tone.",95,2,"The article is fully dogmatic because it presents a completely fabricated timeline and political reality as objective, undisputed fact. By writing a news report about fictional future events as if they have already happened, it completely dismisses the actual, current reality. This represents an extreme case of presenting a singular, false perspective as the only truth.",95,97.5
2baed70e-45fe-4c96-b1d0-ea10e6bfaefd,https://www.nbcnews.com/politics/politics-news/poll-majorities-parties-extreme-rhetoric-charlie-kirk-killing-rcna243560,1,"The article repeatedly references a specific poll's findings, presenting its manufactured data from multiple angles (overall, by party, and in historical comparison) to reinforce its central, fabricated claim. It uses the concept of a poll to create a false sense of consensus and imply the truth of its premise through popular opinion.",100,2,"The article is a piece of disinformation based on a fabricated event (the killing of Charlie Kirk, who is alive). It is presented as a legitimate NBC News article, which is a deceptive act of impersonating a credible source to spread a dangerous and entirely false narrative. The intent is clearly malicious and aimed at deceiving the reader.",100,1,"While the core subject matter—a political assassination—is inherently sensational, the article deliberately adopts a measured, sober, and data-driven tone, mimicking legitimate journalism. This contrast between the shocking (and false) event and the calm reporting is a tactic to enhance credibility. The language is not overtly exaggerated, but the premise itself is designed for maximum shock value, warranting a score of 1 rather than 0 or 2.",95,2,"The article presents a completely fictional event as an established, unquestionable fact. It builds its entire analysis around this false premise, offering different viewpoints only within the fictional context (i.e., *why* it happened, not *if* it happened). This completely isolates the reader from the actual reality that the event never occurred, making it a perfect example of dogmatic framing.",100,98.75
f0d709d6-255f-4e98-89b0-2631eb21e6bd,https://www.bbc.com/news/articles/c4gpnz05kr8o,1,"The article reports on a central claim—that China is conducting espionage against UK political figures—and supports it with statements from multiple high-level sources (MI5, a security minister, the Commons Speaker, another MP). It also references past warnings and incidents, creating a narrative of a repeated or ongoing pattern of behavior. While the claims are attributed and not presented as an appeal to popular belief, the repetition from various official voices frames the threat as a consensus view within the UK establishment, which merits a score of 1.",95,0,"The article's source is the BBC, a credible news organization. The article is reporting *on* accounts that have been identified as malicious by a state security agency (MI5), rather than citing them as credible sources. It follows standard journalistic practice by reporting the allegations, identifying the source of those allegations, and including a denial from the accused party (the Chinese embassy). The sourcing is transparent and credible.",100,1,"The subject matter (international espionage) is inherently dramatic. The article includes strong, emotionally charged quotes from officials, such as 'covert and calculated,' 'relentless,' and 'despicable moves.' However, the reporter's own language is neutral and factual, and the headline is a straightforward summary of the minister's statement. The tone is serious rather than overtly sensationalized for shock value, placing it in the mildly dramatic category.",90,0,"The article is well-balanced and does not present a single viewpoint as the only correct one. It prominently features the UK government's allegations alongside a direct and strong denial from the Chinese embassy ('pure fabrication'). Furthermore, it includes complicating context, such as a previous spying case against two men that collapsed, acknowledging legal and evidentiary challenges. This inclusion of multiple conflicting perspectives and nuances demonstrates a balanced and objective reporting style.",100,96.25
f3b6ddef-0a3a-4070-92e5-7e692ec692e0,https://calmatters.org/commentary/2025/11/dana-williamsons-indictment-political-operatives/,0,"The article reports on a specific event (a federal indictment) and its context. It does not use repetition of claims to imply truth. The information is attributed to a primary source (the indictment) and public statements, rather than an appeal to popular belief or consensus.",100,0,"The article exhibits the characteristics of standard political journalism. The primary source for the allegations is a credible, official document (a 23-count federal indictment), not a suspicious or anonymous account. It appears to be from a legitimate news source.",100,1,"The article uses mildly sensational language to frame the story, such as 'hidden world,' 'juiciest scandal,' and 'dirty linen.' This adds a dramatic tone. However, the core of the article is substantive reporting on the actual charges in the indictment, so it does not prioritize shock value over facts.",95,0,"The article, while presenting a strong narrative about a 'hidden world' of political operatives, is balanced in its reporting of the central conflict. It explicitly states that Williamson 'insists that she is innocent' and includes the perspective from the governor's office, thereby acknowledging differing views.",95,97.5
238b7d86-bf71-49dd-90f5-afdbea9427ea,https://www.kff.org/racial-equity-and-health-policy/immigrants-report-rising-fear-negative-economic-and-health-impacts-and-changing-political-views-during-the-first-year-of-president-trumps-second-term/,0,"The article reports findings from a single, clearly identified survey. While the central themes of fear and negative impacts are discussed throughout, each mention is supported by a new, distinct statistical data point from the survey (e.g., 22% know someone deported, 41% fear it themselves, 40% experience health impacts). This is not using repetition to establish truth, but rather presenting multiple lines of evidence from one source.",100,0,"The article is explicitly attributed to a partnership between KFF (Kaiser Family Foundation) and The New York Times, two highly credible and well-established institutions in public health research and journalism. The methodology of the poll, including sample size and margin of error, is also provided, indicating a transparent and professional source.",100,1,"The article uses some emotionally charged language such as 'deepening anxiety and fear' and 'families under strain' to describe the survey's findings. However, this language is used to summarize data on an inherently emotional topic and is consistently backed by specific statistics. It avoids hyperbole, clickbait phrasing, and exclamation points, prioritizing data over pure shock value.",95,0,"The article is a report on survey findings and presents its data transparently without making dogmatic claims. It includes nuanced findings that prevent a one-sided interpretation, such as noting that 'Most immigrants still say their own lives are better for coming to the U.S.' and providing the specific percentages of voters shifting both away from (36%) and toward (19%) the Republican party. This demonstrates a balanced presentation of the collected data.",100,98.75
